turbine_num,code,time_on,time_off,duration,stop_cat,description
22,502,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:10.000000000,fault_pt,description anonymised pitch axis 3
22,144,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:10.000000000,fault_pt,description anonymised
22,601,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:08.000000000,fault_pt,description anonymised pitch axis 2
22,113,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:05.000000000,fault_pt,description anonymised
22,68,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:05.000000000,fault_pt,description anonymised
22,15,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:08.000000000,maintenance,description anonymised
22,198,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:01.000000000,ok,description anonymised
22,601,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,170,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised
22,82,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,ok,description anonymised
22,112,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised
22,112,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised
22,82,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,ok,description anonymised
22,82,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,ok,description anonymised
22,109,11/1/2015 21:04,11/1/2015 21:10,0 days 00:06:07.000000000,fault_pt,description anonymised
22,170,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised
22,177,11/1/2015 21:04,11/1/2015 21:10,0 days 00:06:07.000000000,test,description anonymised
22,112,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised
22,170,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised
22,600,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,600,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,45,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:01.000000000,test,description anonymised
22,600,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,601,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,601,11/1/2015 21:04,11/1/2015 21:04,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,502,11/1/2015 21:04,11/1/2015 21:10,0 days 00:06:06.000000000,fault_pt,description anonymised pitch axis 3
22,500,11/1/2015 21:04,11/1/2015 21:10,0 days 00:06:04.000000000,fault_pt,description anonymised pitch axis 1
22,301,11/1/2015 21:04,11/1/2015 21:10,0 days 00:06:02.000000000,fault_pt,description anonymised pitch axis 2
22,55,11/1/2015 21:04,11/1/2015 21:10,0 days 00:06:01.000000000,ok,description anonymised
22,198,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:01.000000000,ok,description anonymised
22,15,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:04.000000000,maintenance,description anonymised
22,30,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:01.000000000,test,description anonymised
22,25,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:01.000000000,test,description anonymised
22,45,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:01.000000000,test,description anonymised
22,177,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:01.000000000,test,description anonymised
22,198,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:01.000000000,ok,description anonymised
22,25,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:00.000000000,test,description anonymised
22,30,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:00.000000000,test,description anonymised
22,177,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:00.000000000,test,description anonymised
22,45,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:00.000000000,test,description anonymised
22,198,11/1/2015 21:10,11/1/2015 21:10,0 days 00:00:00.000000000,ok,description anonymised
22,30,11/1/2015 21:10,11/1/2015 21:12,0 days 00:02:02.000000000,test,description anonymised
22,25,11/1/2015 21:10,11/1/2015 21:12,0 days 00:02:02.000000000,test,description anonymised
22,45,11/1/2015 21:10,11/1/2015 21:14,0 days 00:04:05.000000000,test,description anonymised
22,171,11/1/2015 21:10,11/1/2015 21:11,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/1/2015 21:11,11/1/2015 21:11,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/1/2015 21:12,11/1/2015 21:12,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/1/2015 21:12,11/1/2015 21:12,0 days 00:00:01.000000000,ok,description anonymised
22,171,11/1/2015 21:12,11/1/2015 21:13,0 days 00:00:30.000000000,ok,description anonymised
22,109,11/1/2015 21:13,11/1/2015 21:15,0 days 00:02:12.000000000,fault_pt,description anonymised
22,177,11/1/2015 21:13,11/1/2015 21:14,0 days 00:01:37.000000000,test,description anonymised
22,171,11/1/2015 21:13,11/1/2015 21:14,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/1/2015 21:14,11/1/2015 21:14,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/1/2015 21:14,11/1/2015 21:15,0 days 00:00:30.000000000,ok,description anonymised
22,177,11/1/2015 21:14,11/1/2015 21:14,0 days 00:00:00.000000000,test,description anonymised
22,198,11/1/2015 21:15,11/1/2015 21:15,0 days 00:00:01.000000000,ok,description anonymised
22,15,11/1/2015 21:15,11/1/2015 21:15,0 days 00:00:31.000000000,maintenance,description anonymised
22,198,11/1/2015 21:15,11/1/2015 21:15,0 days 00:00:00.000000000,ok,description anonymised
22,45,11/1/2015 21:17,11/1/2015 21:21,0 days 00:04:06.000000000,test,description anonymised
22,30,11/1/2015 21:17,11/1/2015 21:19,0 days 00:02:03.000000000,test,description anonymised
22,25,11/1/2015 21:17,11/1/2015 21:19,0 days 00:02:03.000000000,test,description anonymised
22,171,11/1/2015 21:17,11/1/2015 21:17,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/1/2015 21:18,11/1/2015 21:18,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/1/2015 21:18,11/1/2015 21:19,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/1/2015 21:19,11/1/2015 21:19,0 days 00:00:01.000000000,ok,description anonymised
22,171,11/1/2015 21:19,11/1/2015 21:20,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/1/2015 21:20,11/1/2015 21:20,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/1/2015 21:20,11/1/2015 21:21,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/1/2015 21:21,11/1/2015 21:22,0 days 00:00:30.000000000,ok,description anonymised
22,82,11/1/2015 21:21,11/5/2015 14:24,3 days 17:02:37.000000000,ok,description anonymised
22,207,11/1/2015 21:21,11/5/2015 14:24,3 days 17:02:37.000000000,ok,description anonymised
22,97,11/1/2015 21:22,11/1/2015 21:23,0 days 00:01:00.000000000,ok,description anonymised
22,9,11/1/2015 21:23,11/1/2015 21:25,0 days 00:01:58.000000000,ok,description anonymised
22,84,11/1/2015 21:25,11/3/2015 4:29,1 days 07:04:16.000000000,ok,description anonymised
22,66,11/2/2015 7:06,11/2/2015 9:23,0 days 02:16:59.000000000,ok,description anonymised
21,31,11/2/2015 15:29,11/3/2015 3:15,0 days 11:46:13.000000000,ok,description anonymised
21,141,11/3/2015 3:05,11/3/2015 3:05,0 days 00:00:01.000000000,ok,description anonymised
21,93,11/3/2015 3:05,11/3/2015 3:06,0 days 00:01:08.000000000,ok,description anonymised
21,30,11/3/2015 3:05,11/3/2015 3:08,0 days 00:03:16.000000000,test,description anonymised
21,25,11/3/2015 3:05,11/3/2015 3:08,0 days 00:03:16.000000000,test,description anonymised
21,171,11/3/2015 3:06,11/3/2015 3:07,0 days 00:00:30.000000000,ok,description anonymised
21,171,11/3/2015 3:07,11/3/2015 3:08,0 days 00:00:30.000000000,ok,description anonymised
21,171,11/3/2015 3:08,11/3/2015 3:08,0 days 00:00:30.000000000,ok,description anonymised
21,207,11/3/2015 3:08,11/6/2015 12:09,3 days 09:01:00.000000000,ok,description anonymised
21,171,11/3/2015 3:08,11/3/2015 3:09,0 days 00:00:30.000000000,ok,description anonymised
21,97,11/3/2015 3:09,11/3/2015 3:15,0 days 00:06:24.000000000,ok,description anonymised
21,193,11/3/2015 3:09,11/3/2015 3:15,0 days 00:06:21.000000000,ok,description anonymised
21,9,11/3/2015 3:15,11/3/2015 3:18,0 days 00:02:15.000000000,ok,description anonymised
21,84,11/3/2015 3:18,11/3/2015 4:32,0 days 01:14:56.000000000,ok,description anonymised
22,9,11/3/2015 4:29,11/3/2015 4:35,0 days 00:06:02.000000000,ok,description anonymised
21,9,11/3/2015 4:32,11/3/2015 4:52,0 days 00:20:00.000000000,ok,description anonymised
22,84,11/3/2015 4:35,11/3/2015 4:48,0 days 00:12:45.000000000,ok,description anonymised
22,9,11/3/2015 4:48,11/3/2015 5:08,0 days 00:20:00.000000000,ok,description anonymised
21,93,11/3/2015 4:52,11/3/2015 4:53,0 days 00:01:02.000000000,ok,description anonymised
21,97,11/3/2015 4:53,11/3/2015 6:56,0 days 02:02:16.000000000,ok,description anonymised
22,93,11/3/2015 5:08,11/3/2015 5:09,0 days 00:01:02.000000000,ok,description anonymised
22,97,11/3/2015 5:09,11/3/2015 6:57,0 days 01:48:44.000000000,ok,description anonymised
21,98,11/3/2015 5:24,11/3/2015 5:31,0 days 00:06:58.000000000,ok,description anonymised
21,171,11/3/2015 5:31,11/3/2015 5:31,0 days 00:00:30.000000000,ok,description anonymised
21,98,11/3/2015 5:53,11/3/2015 6:15,0 days 00:21:32.000000000,ok,description anonymised
22,98,11/3/2015 5:57,11/3/2015 5:59,0 days 00:01:37.000000000,ok,description anonymised
22,171,11/3/2015 5:59,11/3/2015 5:59,0 days 00:00:30.000000000,ok,description anonymised
22,98,11/3/2015 6:06,11/3/2015 6:07,0 days 00:01:13.000000000,ok,description anonymised
22,171,11/3/2015 6:07,11/3/2015 6:08,0 days 00:00:30.000000000,ok,description anonymised
21,171,11/3/2015 6:15,11/3/2015 6:15,0 days 00:00:30.000000000,ok,description anonymised
21,9,11/3/2015 6:56,11/3/2015 6:57,0 days 00:01:01.000000000,ok,description anonymised
21,93,11/3/2015 6:57,11/3/2015 6:58,0 days 00:00:58.000000000,ok,description anonymised
22,9,11/3/2015 6:57,11/3/2015 7:06,0 days 00:08:53.000000000,ok,description anonymised
21,97,11/3/2015 6:58,11/3/2015 7:02,0 days 00:04:17.000000000,ok,description anonymised
21,9,11/3/2015 7:02,11/3/2015 7:03,0 days 00:01:01.000000000,ok,description anonymised
21,93,11/3/2015 7:03,11/3/2015 7:04,0 days 00:00:59.000000000,ok,description anonymised
21,97,11/3/2015 7:04,11/3/2015 7:05,0 days 00:01:18.000000000,ok,description anonymised
21,9,11/3/2015 7:05,11/3/2015 7:06,0 days 00:01:01.000000000,ok,description anonymised
22,84,11/3/2015 7:06,11/3/2015 13:44,0 days 06:37:52.000000000,ok,description anonymised
21,93,11/3/2015 7:06,11/3/2015 7:07,0 days 00:00:58.000000000,ok,description anonymised
21,97,11/3/2015 7:07,11/3/2015 7:09,0 days 00:01:20.000000000,ok,description anonymised
21,9,11/3/2015 7:09,11/3/2015 7:10,0 days 00:00:59.000000000,ok,description anonymised
21,93,11/3/2015 7:10,11/3/2015 7:11,0 days 00:00:58.000000000,ok,description anonymised
21,97,11/3/2015 7:11,11/3/2015 7:19,0 days 00:08:52.000000000,ok,description anonymised
21,9,11/3/2015 7:19,11/3/2015 7:22,0 days 00:03:01.000000000,ok,description anonymised
21,84,11/3/2015 7:22,11/3/2015 7:26,0 days 00:03:42.000000000,ok,description anonymised
21,9,11/3/2015 7:26,11/3/2015 7:30,0 days 00:03:26.000000000,ok,description anonymised
21,84,11/3/2015 7:30,11/3/2015 8:15,0 days 00:45:05.000000000,ok,description anonymised
21,9,11/3/2015 8:15,11/3/2015 8:18,0 days 00:03:13.000000000,ok,description anonymised
21,84,11/3/2015 8:18,11/3/2015 8:25,0 days 00:07:19.000000000,ok,description anonymised
21,9,11/3/2015 8:25,11/3/2015 8:28,0 days 00:02:20.000000000,ok,description anonymised
21,84,11/3/2015 8:28,11/3/2015 8:31,0 days 00:03:20.000000000,ok,description anonymised
21,9,11/3/2015 8:31,11/3/2015 8:32,0 days 00:01:29.000000000,ok,description anonymised
21,84,11/3/2015 8:32,11/3/2015 9:35,0 days 01:02:35.000000000,ok,description anonymised
21,141,11/3/2015 9:35,11/3/2015 9:35,0 days 00:00:01.000000000,ok,description anonymised
21,31,11/3/2015 9:35,11/3/2015 11:06,0 days 01:31:07.000000000,ok,description anonymised
21,93,11/3/2015 9:35,11/3/2015 9:36,0 days 00:01:08.000000000,ok,description anonymised
21,193,11/3/2015 9:36,11/3/2015 9:49,0 days 00:13:10.000000000,ok,description anonymised
21,97,11/3/2015 9:36,11/3/2015 9:49,0 days 00:13:10.000000000,ok,description anonymised
21,9,11/3/2015 9:49,11/3/2015 9:50,0 days 00:01:09.000000000,ok,description anonymised
21,93,11/3/2015 9:50,11/3/2015 9:51,0 days 00:01:02.000000000,ok,description anonymised
21,193,11/3/2015 9:51,11/3/2015 9:57,0 days 00:05:37.000000000,ok,description anonymised
21,97,11/3/2015 9:51,11/3/2015 9:57,0 days 00:05:37.000000000,ok,description anonymised
21,9,11/3/2015 9:57,11/3/2015 10:00,0 days 00:02:30.000000000,ok,description anonymised
21,84,11/3/2015 10:00,11/3/2015 10:57,0 days 00:57:30.000000000,ok,description anonymised
21,141,11/3/2015 10:57,11/3/2015 10:57,0 days 00:00:01.000000000,ok,description anonymised
21,93,11/3/2015 10:57,11/3/2015 10:58,0 days 00:01:08.000000000,ok,description anonymised
21,193,11/3/2015 10:58,11/3/2015 11:06,0 days 00:07:51.000000000,ok,description anonymised
21,97,11/3/2015 10:58,11/3/2015 11:06,0 days 00:07:51.000000000,ok,description anonymised
21,9,11/3/2015 11:06,11/3/2015 11:08,0 days 00:02:03.000000000,ok,description anonymised
21,84,11/3/2015 11:08,11/3/2015 12:41,0 days 01:33:07.000000000,ok,description anonymised
21,9,11/3/2015 12:41,11/3/2015 12:45,0 days 00:03:21.000000000,ok,description anonymised
21,84,11/3/2015 12:45,11/3/2015 13:10,0 days 00:25:47.000000000,ok,description anonymised
21,141,11/3/2015 13:10,11/3/2015 13:12,0 days 00:01:22.000000000,ok,description anonymised
21,93,11/3/2015 13:10,11/3/2015 13:12,0 days 00:01:08.000000000,ok,description anonymised
21,31,11/3/2015 13:11,11/3/2015 13:20,0 days 00:09:53.000000000,ok,description anonymised
21,193,11/3/2015 13:12,11/3/2015 13:12,0 days 00:00:00.000000000,ok,description anonymised
21,97,11/3/2015 13:12,11/3/2015 13:12,0 days 00:00:00.000000000,ok,description anonymised
21,67,11/3/2015 13:12,11/3/2015 13:13,0 days 00:01:00.000000000,ok,description anonymised
21,60,11/3/2015 13:13,11/3/2015 13:13,0 days 00:00:10.000000000,ok,description anonymised
21,171,11/3/2015 13:13,11/3/2015 13:14,0 days 00:00:30.000000000,ok,description anonymised
21,97,11/3/2015 13:14,11/3/2015 13:21,0 days 00:07:01.000000000,ok,description anonymised
21,193,11/3/2015 13:14,11/3/2015 13:20,0 days 00:06:33.000000000,ok,description anonymised
21,9,11/3/2015 13:21,11/3/2015 13:23,0 days 00:02:14.000000000,ok,description anonymised
21,84,11/3/2015 13:23,11/3/2015 13:28,0 days 00:04:49.000000000,ok,description anonymised
21,9,11/3/2015 13:28,11/3/2015 13:39,0 days 00:11:33.000000000,ok,description anonymised
21,198,11/3/2015 13:34,11/3/2015 13:34,0 days 00:00:00.000000000,ok,description anonymised
21,84,11/3/2015 13:39,11/3/2015 14:13,0 days 00:33:23.000000000,ok,description anonymised
22,9,11/3/2015 13:44,11/3/2015 13:47,0 days 00:02:52.000000000,ok,description anonymised
22,84,11/3/2015 13:47,11/3/2015 15:51,0 days 02:03:44.000000000,ok,description anonymised
21,9,11/3/2015 14:13,11/3/2015 14:28,0 days 00:14:58.000000000,ok,description anonymised
21,84,11/3/2015 14:28,11/3/2015 14:51,0 days 00:23:40.000000000,ok,description anonymised
21,9,11/3/2015 14:51,11/3/2015 14:58,0 days 00:06:22.000000000,ok,description anonymised
21,84,11/3/2015 14:58,11/3/2015 15:10,0 days 00:12:17.000000000,ok,description anonymised
