Timestamp,Min_Windspeed2,Avg_Winddirection2,Max_Humidity,Max_AmbientTemp,Max_Pressure
2016-01-01 07:50:00+00:00,4.7,236,93,17,1017
2016-01-01 08:00:00+00:00,4.9,236,93,17,1017
2016-01-01 08:10:00+00:00,5.1,236,93,17,1017
2016-01-01 08:20:00+00:00,3.1,236,94,17,1017
2016-01-01 08:30:00+00:00,3.9,236,95,17,1017
2016-01-01 08:40:00+00:00,5.2,236,95,17,1017
2016-01-01 08:50:00+00:00,5.1,236,95,17,1017
2016-01-01 09:00:00+00:00,4.8,236,95,17,1017
2016-01-01 09:10:00+00:00,5.2,236,95,17,1017
2016-01-01 09:20:00+00:00,4.2,236,93,17,1017
2016-01-01 09:30:00+00:00,3.7,236,93,17,1017
2016-01-01 09:40:00+00:00,3.0,236,92,17,1017
2016-01-01 09:50:00+00:00,1.6,236,93,17,1017
2016-01-01 10:00:00+00:00,1.2,236,94,17,1017
2016-01-01 10:10:00+00:00,1.9,236,94,17,1017
2016-01-01 10:20:00+00:00,2.4,236,94,17,1017
2016-01-01 10:30:00+00:00,3.5,236,94,17,1018
2016-01-01 10:40:00+00:00,4.1,236,93,17,1018
2016-01-01 10:50:00+00:00,2.7,236,92,17,1018
2016-01-01 11:00:00+00:00,3.9,236,91,17,1018
2016-01-01 11:10:00+00:00,4.7,236,89,17,1018
2016-01-01 11:20:00+00:00,4.3,236,87,18,1018
2016-01-01 11:30:00+00:00,5.7,236,86,18,1018
2016-01-01 11:40:00+00:00,4.8,236,86,18,1018
2016-01-01 11:50:00+00:00,5.1,236,83,18,1018
2016-01-01 12:00:00+00:00,4.4,236,82,18,1018
2016-01-01 12:10:00+00:00,5.7,236,83,18,1018
2016-01-01 12:20:00+00:00,5.4,236,85,18,1018
2016-01-01 12:30:00+00:00,6.5,236,85,18,1018
2016-01-01 12:40:00+00:00,6.5,236,85,18,1017
2016-01-01 12:50:00+00:00,6.3,236,86,18,1017
2016-01-01 13:00:00+00:00,5.1,236,87,18,1017
2016-01-01 13:10:00+00:00,5.2,236,86,18,1017
2016-01-01 13:20:00+00:00,5.4,236,86,18,1017
2016-01-01 13:30:00+00:00,6.3,236,86,18,1017
2016-01-01 13:40:00+00:00,5.6,236,86,18,1017
2016-01-01 13:50:00+00:00,5.9,236,85,17,1017
2016-01-01 14:00:00+00:00,5.4,236,83,18,1017
2016-01-01 14:10:00+00:00,5.5,236,82,18,1017
2016-01-01 14:20:00+00:00,5.4,236,82,18,1016
2016-01-01 14:30:00+00:00,5.6,236,81,18,1016
2016-01-01 14:40:00+00:00,5.2,236,81,18,1016
2016-01-01 14:50:00+00:00,5.5,236,80,18,1016
2016-01-01 15:00:00+00:00,5.6,236,79,18,1016
2016-01-01 15:10:00+00:00,5.3,236,81,18,1016
2016-01-01 15:20:00+00:00,4.8,236,81,18,1016
2016-01-01 15:30:00+00:00,5.6,236,81,18,1016
2016-01-01 15:40:00+00:00,5.2,236,81,18,1015
2016-01-01 15:50:00+00:00,5.3,236,80,18,1015
2016-01-01 16:00:00+00:00,5.7,236,83,18,1016
2016-01-01 16:10:00+00:00,4.8,236,83,18,1016
2016-01-01 16:20:00+00:00,5.7,236,83,18,1016
2016-01-01 16:30:00+00:00,4.5,236,84,18,1016
2016-01-01 16:40:00+00:00,4.6,236,85,18,1016
2016-01-01 16:50:00+00:00,4.0,236,84,18,1015
2016-01-01 17:00:00+00:00,4.9,236,85,17,1016
2016-01-01 17:10:00+00:00,4.5,236,85,17,1015
2016-01-01 17:20:00+00:00,4.7,236,83,18,1015
2016-01-01 17:30:00+00:00,4.9,236,82,18,1016
2016-01-01 17:40:00+00:00,4.9,236,83,17,1015
2016-01-01 17:50:00+00:00,4.1,236,84,17,1016
2016-01-01 18:00:00+00:00,4.9,236,85,17,1016
2016-01-01 18:10:00+00:00,4.6,236,84,17,1016
2016-01-01 18:20:00+00:00,5.0,236,84,17,1016
2016-01-01 18:30:00+00:00,5.3,236,84,17,1016
2016-01-01 18:40:00+00:00,6.0,236,85,17,1016
2016-01-01 18:50:00+00:00,4.4,236,85,17,1016
2016-01-01 19:00:00+00:00,4.9,236,85,17,1016
2016-01-01 19:10:00+00:00,4.2,236,85,17,1016
2016-01-01 19:20:00+00:00,5.0,236,86,17,1016
2016-01-01 19:30:00+00:00,3.9,236,86,17,1016
2016-01-01 19:40:00+00:00,5.1,236,85,17,1016
2016-01-01 19:50:00+00:00,4.8,236,85,17,1016
2016-01-01 20:00:00+00:00,4.6,236,85,17,1016
2016-01-01 20:10:00+00:00,4.0,236,86,17,1016
2016-01-01 20:20:00+00:00,4.4,236,86,17,1016
2016-01-01 20:30:00+00:00,4.2,236,86,17,1016
2016-01-01 20:40:00+00:00,5.0,236,85,17,1016
2016-01-01 20:50:00+00:00,4.5,236,86,17,1016
2016-01-01 21:00:00+00:00,4.6,236,86,17,1016
2016-01-01 21:10:00+00:00,4.6,236,86,17,1016
2016-01-01 21:20:00+00:00,4.8,236,85,17,1016
2016-01-01 21:30:00+00:00,3.6,236,84,17,1016
2016-01-01 21:40:00+00:00,4.6,236,82,17,1016
2016-01-01 21:50:00+00:00,3.6,236,84,17,1016
2016-01-01 22:00:00+00:00,3.4,236,84,17,1016
2016-01-01 22:10:00+00:00,3.3,236,86,17,1016
2016-01-01 22:20:00+00:00,3.0,236,87,17,1016
2016-01-01 22:30:00+00:00,3.5,236,87,17,1017
2016-01-01 22:40:00+00:00,4.8,236,87,17,1017
2016-01-01 22:50:00+00:00,4.5,236,88,17,1017
2016-01-01 23:00:00+00:00,4.8,236,86,17,1017
2016-01-01 23:10:00+00:00,4.4,236,86,17,1017
2016-01-01 23:20:00+00:00,4.9,236,86,17,1017
2016-01-01 23:30:00+00:00,4.2,236,87,17,1017
2016-01-01 23:40:00+00:00,4.3,236,87,17,1017
2016-01-01 23:50:00+00:00,6.0,236,87,17,1016
2016-01-02 00:00:00+00:00,6.8,236,88,17,1016
2016-01-02 00:10:00+00:00,6.1,236,87,17,1016
2016-01-02 00:20:00+00:00,6.0,236,87,17,1016
2016-01-02 00:30:00+00:00,6.6,236,87,17,1016
2016-01-02 00:40:00+00:00,6.1,236,87,17,1016
2016-01-02 00:50:00+00:00,6.3,236,88,17,1016
2016-01-02 01:00:00+00:00,6.1,236,88,17,1016
2016-01-02 01:10:00+00:00,5.9,236,89,17,1016
2016-01-02 01:20:00+00:00,5.5,236,89,17,1016
2016-01-02 01:30:00+00:00,6.1,236,90,17,1016
2016-01-02 01:40:00+00:00,5.9,236,89,17,1016
2016-01-02 01:50:00+00:00,5.2,236,89,17,1016
2016-01-02 02:00:00+00:00,5.2,236,89,17,1016
2016-01-02 02:10:00+00:00,5.1,236,90,17,1016
2016-01-02 02:20:00+00:00,4.6,236,89,18,1016
2016-01-02 02:30:00+00:00,5.7,236,90,18,1016
2016-01-02 02:40:00+00:00,5.4,236,92,17,1016
2016-01-02 02:50:00+00:00,5.5,236,92,17,1015
2016-01-02 03:00:00+00:00,6.8,236,93,17,1015
2016-01-02 03:10:00+00:00,7.8,236,93,17,1015
2016-01-02 03:20:00+00:00,7.5,236,92,17,1015
2016-01-02 03:30:00+00:00,6.6,236,92,17,1015
2016-01-02 03:40:00+00:00,6.2,236,93,17,1015
2016-01-02 03:50:00+00:00,4.7,236,93,17,1015
2016-01-02 04:00:00+00:00,3.7,236,95,17,1015
2016-01-02 04:10:00+00:00,2.6,236,95,17,1015
2016-01-02 04:20:00+00:00,5.9,236,96,17,1015
2016-01-02 04:30:00+00:00,5.4,236,96,17,1015
2016-01-02 04:40:00+00:00,4.5,236,95,17,1015
2016-01-02 04:50:00+00:00,4.0,236,95,17,1015
2016-01-02 05:00:00+00:00,5.4,236,95,17,1015
2016-01-02 05:10:00+00:00,5.9,236,95,17,1015
2016-01-02 05:20:00+00:00,6.4,236,94,17,1015
2016-01-02 05:30:00+00:00,6.0,236,95,17,1015
2016-01-02 05:40:00+00:00,5.5,236,95,17,1015
2016-01-02 05:50:00+00:00,4.9,236,95,17,1015
2016-01-02 06:00:00+00:00,5.5,236,95,17,1015
2016-01-02 06:10:00+00:00,5.1,236,96,17,1015
2016-01-02 06:20:00+00:00,5.7,236,96,16,1016
2016-01-02 06:30:00+00:00,6.2,236,96,15,1016
2016-01-02 06:40:00+00:00,5.1,236,96,15,1016
2016-01-02 06:50:00+00:00,1.1,236,96,15,1016
2016-01-02 07:00:00+00:00,0.4,236,96,15,1016
2016-01-02 07:10:00+00:00,1.5,236,97,15,1016
2016-01-02 07:20:00+00:00,2.3,236,97,15,1016
2016-01-02 07:30:00+00:00,1.7000000000000002,236,97,15,1016
2016-01-02 07:40:00+00:00,1.0,236,96,15,1016
2016-01-02 07:50:00+00:00,0.5,236,96,15,1016
2016-01-02 08:00:00+00:00,0.8,236,96,15,1016
2016-01-02 08:10:00+00:00,1.1,236,94,15,1016
2016-01-02 08:20:00+00:00,1.1,236,87,15,1016
2016-01-02 08:30:00+00:00,1.2,236,89,15,1016
2016-01-02 08:40:00+00:00,1.1,236,89,15,1017
2016-01-02 08:50:00+00:00,1.1,236,88,15,1017
2016-01-02 09:00:00+00:00,1.3,236,89,15,1017
2016-01-02 09:10:00+00:00,1.1,236,89,15,1017
2016-01-02 09:20:00+00:00,1.1,236,87,15,1017
2016-01-02 09:30:00+00:00,1.2,236,85,15,1017
2016-01-02 09:40:00+00:00,1.4,236,88,15,1017
2016-01-02 09:50:00+00:00,1.6,236,89,15,1018
2016-01-02 10:00:00+00:00,1.9,236,91,15,1018
2016-01-02 10:10:00+00:00,2.3,236,91,15,1018
2016-01-02 10:20:00+00:00,1.5,236,93,15,1018
2016-01-02 10:30:00+00:00,1.9,236,93,15,1018
2016-01-02 10:40:00+00:00,3.3,236,91,15,1018
2016-01-02 10:50:00+00:00,3.0,236,92,15,1018
2016-01-02 11:00:00+00:00,3.3,236,94,15,1018
2016-01-02 11:10:00+00:00,2.2,236,95,14,1018
2016-01-02 11:20:00+00:00,1.7000000000000002,236,95,14,1019
2016-01-02 11:30:00+00:00,3.3,236,95,14,1019
2016-01-02 11:40:00+00:00,2.7,236,95,14,1019
2016-01-02 11:50:00+00:00,3.7,236,94,14,1019
2016-01-02 12:00:00+00:00,2.8,236,92,14,1018
2016-01-02 12:10:00+00:00,1.9,236,90,14,1018
2016-01-02 12:20:00+00:00,1.9,236,90,14,1018
2016-01-02 12:30:00+00:00,1.8,236,90,15,1018
2016-01-02 12:40:00+00:00,2.0,236,88,15,1018
2016-01-02 12:50:00+00:00,1.8,236,87,15,1018
2016-01-02 13:00:00+00:00,0.8,236,87,15,1018
2016-01-02 13:10:00+00:00,0.8,236,88,15,1017
2016-01-02 13:20:00+00:00,0.4,236,85,15,1017
2016-01-02 13:30:00+00:00,0.5,236,85,15,1017
2016-01-02 13:40:00+00:00,0.6000000000000001,236,81,15,1017
2016-01-02 13:50:00+00:00,1.1,236,81,15,1017
2016-01-02 14:00:00+00:00,1.1,236,79,16,1017
2016-01-02 14:10:00+00:00,0.3,236,80,16,1017
2016-01-02 14:20:00+00:00,0.5,236,78,16,1017
2016-01-02 14:30:00+00:00,1.9,236,74,16,1017
2016-01-02 14:40:00+00:00,2.7,236,72,16,1017
2016-01-02 14:50:00+00:00,1.7000000000000002,236,73,16,1017
2016-01-02 15:00:00+00:00,1.7000000000000002,236,73,16,1017
2016-01-02 15:10:00+00:00,1.2,236,72,16,1017
2016-01-02 15:20:00+00:00,0.9,236,72,16,1017
2016-01-02 15:30:00+00:00,1.1,236,71,16,1016
2016-01-02 15:40:00+00:00,1.3,236,73,16,1016
2016-01-02 15:50:00+00:00,1.1,236,72,16,1016
2016-01-02 16:00:00+00:00,0.6000000000000001,236,72,16,1016
2016-01-02 16:10:00+00:00,1.3,236,72,17,1016
2016-01-02 16:20:00+00:00,1.2,236,71,16,1016
2016-01-02 16:30:00+00:00,1.4,236,71,16,1016
2016-01-02 16:40:00+00:00,0.9,236,71,16,1016
2016-01-02 16:50:00+00:00,0.8,236,72,17,1016
2016-01-02 17:00:00+00:00,1.8,236,71,16,1016
2016-01-02 17:10:00+00:00,1.6,236,73,16,1016
2016-01-02 17:20:00+00:00,1.2,236,73,16,1016
2016-01-02 17:30:00+00:00,0.9,236,73,16,1016
2016-01-02 17:40:00+00:00,0.6000000000000001,236,73,16,1016
2016-01-02 17:50:00+00:00,0.4,236,73,16,1016
2016-01-02 18:00:00+00:00,0.7000000000000001,236,75,16,1016
2016-01-02 18:10:00+00:00,1.2,236,77,16,1016
2016-01-02 18:20:00+00:00,0.7000000000000001,236,80,16,1016
2016-01-02 18:30:00+00:00,1.6,236,85,16,1016
2016-01-02 18:40:00+00:00,1.8,236,87,15,1017
2016-01-02 18:50:00+00:00,1.7000000000000002,236,88,15,1017
2016-01-02 19:00:00+00:00,3.1,236,90,15,1017
2016-01-02 19:10:00+00:00,3.0,236,91,15,1017
2016-01-02 19:20:00+00:00,2.7,236,91,15,1017
2016-01-02 19:30:00+00:00,1.5,236,90,15,1017
2016-01-02 19:40:00+00:00,0.8,236,90,15,1017
2016-01-02 19:50:00+00:00,1.5,236,92,15,1017
2016-01-02 20:00:00+00:00,1.9,236,93,15,1017
2016-01-02 20:10:00+00:00,1.6,236,93,14,1017
2016-01-02 20:20:00+00:00,1.5,236,92,15,1017
2016-01-02 20:30:00+00:00,1.3,236,93,15,1017
2016-01-02 20:40:00+00:00,1.1,236,94,15,1017
2016-01-02 20:50:00+00:00,0.9,236,95,14,1017
2016-01-02 21:00:00+00:00,2.0,236,95,14,1017
2016-01-02 21:10:00+00:00,1.7000000000000002,236,95,14,1017
2016-01-02 21:20:00+00:00,2.0,236,94,14,1017
2016-01-02 21:30:00+00:00,2.2,236,93,14,1017
2016-01-02 21:40:00+00:00,2.2,236,94,14,1017
2016-01-02 21:50:00+00:00,2.5,236,95,14,1017
2016-01-02 22:00:00+00:00,2.6,236,95,14,1017
2016-01-02 22:10:00+00:00,2.7,236,95,14,1017
2016-01-02 22:20:00+00:00,2.7,236,95,14,1017
2016-01-02 22:30:00+00:00,2.7,236,96,14,1017
2016-01-02 22:40:00+00:00,2.4,236,96,14,1017
2016-01-02 22:50:00+00:00,2.5,236,96,14,1017
2016-01-02 23:00:00+00:00,2.6,236,97,13,1017
2016-01-02 23:10:00+00:00,2.5,236,97,13,1017
2016-01-02 23:20:00+00:00,2.5,236,97,14,1016
2016-01-02 23:30:00+00:00,2.8,236,97,13,1016
2016-01-02 23:40:00+00:00,2.8,236,97,13,1016
2016-01-02 23:50:00+00:00,2.7,236,97,13,1016
2016-01-03 00:00:00+00:00,1.7000000000000002,236,97,13,1016
2016-01-03 00:10:00+00:00,0.9,236,98,13,1016
2016-01-03 00:20:00+00:00,1.2,236,98,14,1016
2016-01-03 00:30:00+00:00,0.5,236,98,14,1016
2016-01-03 00:40:00+00:00,0.8,236,98,14,1015
2016-01-03 00:50:00+00:00,0.2,236,98,14,1015
2016-01-03 01:00:00+00:00,0.6000000000000001,236,98,14,1015
2016-01-03 01:10:00+00:00,0.2,236,98,14,1016
2016-01-03 01:20:00+00:00,0.2,236,98,14,1016
2016-01-03 01:30:00+00:00,0.0,236,98,14,1016
2016-01-03 01:40:00+00:00,0.9,236,98,15,1016
2016-01-03 01:50:00+00:00,1.9,236,98,14,1016
2016-01-03 02:00:00+00:00,2.4,236,98,14,1016
2016-01-03 02:10:00+00:00,1.7000000000000002,236,98,14,1015
2016-01-03 02:20:00+00:00,1.4,236,98,14,1015
2016-01-03 02:30:00+00:00,1.6,236,98,14,1015
2016-01-03 02:40:00+00:00,1.0,236,98,14,1015
2016-01-03 02:50:00+00:00,1.4,236,98,14,1016
2016-01-03 03:00:00+00:00,1.4,236,98,14,1016
2016-01-03 03:10:00+00:00,1.6,236,98,14,1016
2016-01-03 03:20:00+00:00,1.9,236,98,14,1016
2016-01-03 03:30:00+00:00,1.4,236,98,14,1015
2016-01-03 03:40:00+00:00,1.6,236,98,14,1015
2016-01-03 03:50:00+00:00,1.3,236,98,14,1015
2016-01-03 04:00:00+00:00,1.1,236,98,14,1015
2016-01-03 04:10:00+00:00,0.9,236,98,14,1015
2016-01-03 04:20:00+00:00,1.2,236,98,14,1015
2016-01-03 04:30:00+00:00,1.8,236,98,14,1015
2016-01-03 04:40:00+00:00,1.6,236,98,14,1015
2016-01-03 04:50:00+00:00,2.1,236,98,14,1015
2016-01-03 05:00:00+00:00,2.5,236,98,14,1016
2016-01-03 05:10:00+00:00,1.8,236,98,14,1016
2016-01-03 05:20:00+00:00,2.2,236,98,14,1015
2016-01-03 05:30:00+00:00,2.7,236,97,14,1015
2016-01-03 05:40:00+00:00,2.0,236,97,14,1015
2016-01-03 05:50:00+00:00,1.7000000000000002,236,97,14,1015
2016-01-03 06:00:00+00:00,1.2,236,97,14,1015
2016-01-03 06:10:00+00:00,1.8,236,97,14,1015
2016-01-03 06:20:00+00:00,1.6,236,97,14,1015
2016-01-03 06:30:00+00:00,1.3,236,97,14,1014
2016-01-03 06:40:00+00:00,1.1,236,97,14,1015
2016-01-03 06:50:00+00:00,0.9,236,97,14,1014
2016-01-03 07:00:00+00:00,0.7000000000000001,236,97,14,1014
2016-01-03 07:10:00+00:00,0.0,236,96,14,1014
2016-01-03 07:20:00+00:00,0.0,236,96,14,1014
2016-01-03 07:30:00+00:00,0.0,236,96,14,1014
2016-01-03 07:40:00+00:00,0.0,236,96,14,1015
2016-01-03 07:50:00+00:00,0.0,236,96,14,1015
2016-01-03 08:00:00+00:00,0.4,236,95,14,1015
2016-01-03 08:10:00+00:00,1.4,236,95,14,1015
2016-01-03 08:20:00+00:00,1.6,236,95,14,1015
2016-01-03 08:30:00+00:00,1.3,236,95,14,1015
2016-01-03 08:40:00+00:00,1.8,236,96,14,1015
2016-01-03 08:50:00+00:00,1.9,236,96,14,1015
2016-01-03 09:00:00+00:00,2.6,236,96,14,1015
2016-01-03 09:10:00+00:00,2.2,236,96,14,1015
2016-01-03 09:20:00+00:00,1.6,236,97,14,1015
2016-01-03 09:30:00+00:00,1.5,236,97,14,1015
2016-01-03 09:40:00+00:00,1.8,236,97,14,1015
2016-01-03 09:50:00+00:00,1.7000000000000002,236,97,14,1015
2016-01-03 10:00:00+00:00,2.1,236,97,14,1015
2016-01-03 10:10:00+00:00,2.4,236,98,14,1015
2016-01-03 10:20:00+00:00,1.7000000000000002,236,98,14,1015
2016-01-03 10:30:00+00:00,1.9,236,98,14,1015
2016-01-03 10:40:00+00:00,1.6,236,98,14,1015
2016-01-03 10:50:00+00:00,1.4,236,98,14,1015
2016-01-03 11:00:00+00:00,1.6,236,98,14,1015
2016-01-03 11:10:00+00:00,1.7000000000000002,236,98,15,1015
2016-01-03 11:20:00+00:00,1.1,236,98,15,1015
2016-01-03 11:30:00+00:00,1.4,236,98,16,1015
2016-01-03 11:40:00+00:00,1.4,236,98,16,1015
2016-01-03 11:50:00+00:00,2.2,236,98,17,1015
2016-01-03 12:00:00+00:00,2.7,236,97,17,1015
2016-01-03 12:10:00+00:00,2.7,236,95,18,1015
2016-01-03 12:20:00+00:00,5.2,236,94,18,1015
2016-01-03 12:30:00+00:00,5.2,236,91,18,1014
2016-01-03 12:40:00+00:00,5.8,236,92,18,1014
2016-01-03 12:50:00+00:00,7.5,236,91,18,1014
2016-01-03 13:00:00+00:00,5.9,236,91,18,1014
2016-01-03 13:10:00+00:00,6.2,236,91,18,1014
2016-01-03 13:20:00+00:00,6.0,236,91,18,1014
2016-01-03 13:30:00+00:00,7.5,236,91,18,1014
2016-01-03 13:40:00+00:00,6.9,236,90,18,1014
2016-01-03 13:50:00+00:00,5.8,236,90,18,1014
2016-01-03 14:00:00+00:00,5.7,236,91,18,1014
2016-01-03 14:10:00+00:00,5.7,236,90,18,1013
2016-01-03 14:20:00+00:00,6.6,236,87,18,1013
2016-01-03 14:30:00+00:00,6.8,236,86,18,1013
2016-01-03 14:40:00+00:00,7.4,236,85,18,1013
2016-01-03 14:50:00+00:00,7.5,236,85,18,1013
2016-01-03 15:00:00+00:00,7.2,236,84,18,1013
2016-01-03 15:10:00+00:00,7.1,236,84,18,1013
2016-01-03 15:20:00+00:00,6.4,236,85,18,1013
2016-01-03 15:30:00+00:00,7.0,236,85,17,1013
2016-01-03 15:40:00+00:00,6.4,236,87,17,1013
2016-01-03 15:50:00+00:00,7.2,236,87,17,1013
2016-01-03 16:00:00+00:00,5.7,236,88,17,1013
2016-01-03 16:10:00+00:00,5.6,236,88,17,1013
2016-01-03 16:20:00+00:00,5.4,236,89,17,1013
2016-01-03 16:30:00+00:00,6.6,236,89,17,1013
2016-01-03 16:40:00+00:00,5.5,236,90,17,1013
2016-01-03 16:50:00+00:00,5.7,236,90,17,1013
2016-01-03 17:00:00+00:00,6.2,236,90,18,1013
2016-01-03 17:10:00+00:00,6.3,236,90,18,1013
2016-01-03 17:20:00+00:00,5.6,236,89,18,1013
2016-01-03 17:30:00+00:00,6.2,236,89,17,1013
2016-01-03 17:40:00+00:00,5.6,236,93,17,1013
2016-01-03 17:50:00+00:00,5.0,236,95,17,1013
2016-01-03 18:00:00+00:00,4.5,236,95,17,1013
2016-01-03 18:10:00+00:00,5.0,236,96,17,1013
2016-01-03 18:20:00+00:00,5.1,236,96,17,1013
2016-01-03 18:30:00+00:00,5.7,236,97,17,1013
2016-01-03 18:40:00+00:00,4.8,236,97,17,1013
2016-01-03 18:50:00+00:00,5.8,236,97,17,1013
2016-01-03 19:00:00+00:00,6.9,236,97,17,1013
2016-01-03 19:10:00+00:00,7.4,236,97,17,1013
2016-01-03 19:20:00+00:00,6.8,236,97,17,1013
2016-01-03 19:30:00+00:00,5.6,236,97,17,1013
2016-01-03 19:40:00+00:00,5.4,236,97,17,1013
2016-01-03 19:50:00+00:00,5.8,236,97,18,1013
2016-01-03 20:00:00+00:00,6.6,236,97,18,1013
2016-01-03 20:10:00+00:00,6.0,236,96,18,1013
2016-01-03 20:20:00+00:00,7.6,236,96,18,1013
2016-01-03 20:30:00+00:00,7.3,236,95,18,1012
2016-01-03 20:40:00+00:00,6.7,236,95,18,1012
2016-01-03 20:50:00+00:00,6.1,236,95,18,1012
2016-01-03 21:00:00+00:00,6.2,236,95,18,1013
2016-01-03 21:10:00+00:00,5.9,236,96,18,1013
2016-01-03 21:20:00+00:00,6.3,236,97,18,1013
2016-01-03 21:30:00+00:00,6.1,236,97,18,1013
2016-01-03 21:40:00+00:00,5.0,236,97,18,1013
2016-01-03 21:50:00+00:00,5.4,236,97,18,1013
2016-01-03 22:00:00+00:00,4.9,236,97,18,1013
2016-01-03 22:10:00+00:00,6.1,236,97,18,1013
2016-01-03 22:20:00+00:00,6.1,236,95,18,1013
2016-01-03 22:30:00+00:00,6.6,236,93,18,1013
2016-01-03 22:40:00+00:00,7.1,236,93,18,1013
2016-01-03 22:50:00+00:00,4.6,236,93,18,1013
2016-01-03 23:00:00+00:00,6.2,236,92,18,1013
2016-01-03 23:10:00+00:00,5.2,236,93,18,1013
2016-01-03 23:20:00+00:00,4.7,236,93,18,1013
2016-01-03 23:30:00+00:00,6.1,236,93,18,1013
2016-01-03 23:40:00+00:00,5.1,236,94,18,1013
2016-01-03 23:50:00+00:00,4.9,236,95,17,1013
2016-01-04 00:00:00+00:00,4.7,236,96,17,1013
2016-01-04 00:10:00+00:00,4.8,236,96,17,1013
2016-01-04 00:20:00+00:00,3.8,236,96,17,1013
2016-01-04 00:30:00+00:00,4.3,236,95,18,1013
2016-01-04 00:40:00+00:00,5.4,236,95,18,1013
2016-01-04 00:50:00+00:00,6.0,236,95,18,1012
2016-01-04 01:00:00+00:00,5.2,236,96,17,1013
2016-01-04 01:10:00+00:00,6.5,236,97,17,1013
2016-01-04 01:20:00+00:00,5.8,236,97,17,1013
2016-01-04 01:30:00+00:00,6.8,236,97,17,1013
2016-01-04 01:40:00+00:00,5.9,236,98,17,1012
2016-01-04 01:50:00+00:00,5.9,236,98,17,1012
2016-01-04 02:00:00+00:00,6.7,236,98,17,1012
2016-01-04 02:10:00+00:00,6.7,236,98,17,1012
2016-01-04 02:20:00+00:00,6.0,236,97,17,1012
2016-01-04 02:30:00+00:00,6.4,236,97,17,1012
2016-01-04 02:40:00+00:00,5.3,236,97,17,1012
2016-01-04 02:50:00+00:00,5.1,236,95,17,1012
2016-01-04 03:00:00+00:00,6.4,236,94,17,1012
2016-01-04 03:10:00+00:00,5.3,236,94,18,1012
2016-01-04 03:20:00+00:00,5.3,236,95,18,1012
2016-01-04 03:30:00+00:00,5.8,236,94,18,1012
2016-01-04 03:40:00+00:00,4.7,236,93,18,1012
2016-01-04 03:50:00+00:00,4.0,236,94,18,1012
2016-01-04 04:00:00+00:00,5.2,236,93,18,1012
2016-01-04 04:10:00+00:00,6.4,236,93,18,1012
2016-01-04 04:20:00+00:00,6.2,236,92,18,1011
