,Unnamed: 0,Turbine_ID,Timestamp,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg
33403,8049,T06,2016-09-01T08:10:00+00:00,1671.8,1549.7,1631.0,27.2,55,73,76,70
33404,76612,T06,2016-09-01T08:20:00+00:00,1602.6,1306.4,1454.2,60.8,55,72,74,68
33405,8050,T06,2016-09-01T08:30:00+00:00,1637.7,1330.4,1530.9,58.9,55,70,72,67
33406,152305,T06,2016-09-01T08:40:00+00:00,1640.7,1335.6,1528.5,59.0,54,69,71,67
33407,8052,T06,2016-09-01T08:50:00+00:00,1675.9,1500.2,1644.2,31.3,54,70,73,68
33408,8055,T06,2016-09-01T09:00:00+00:00,1688.2,1588.4,1647.0,21.6,54,72,75,69
33409,71311,T06,2016-09-01T09:10:00+00:00,1684.6,1631.4,1663.0,11.3,54,75,77,71
33410,19100,T06,2016-09-01T09:20:00+00:00,1699.3,1513.5,1660.3,24.9,55,76,79,72
33411,76616,T06,2016-09-01T09:30:00+00:00,1686.8,1501.4,1638.9,40.6,56,78,81,73
33412,106669,T06,2016-09-01T09:40:00+00:00,1684.2,1402.3,1630.8,54.8,57,78,81,73
33413,152309,T06,2016-09-01T09:50:00+00:00,1715.0,1557.4,1649.6,29.7,57,78,80,74
33414,115364,T06,2016-09-01T10:00:00+00:00,1717.2,1632.5,1676.1,12.7,58,84,86,78
33415,115368,T06,2016-09-01T10:10:00+00:00,1733.9,1578.3,1674.1,20.4,59,89,92,82
33416,152315,T06,2016-09-01T10:20:00+00:00,1722.9,1651.7,1679.1,11.6,61,94,97,86
33417,106677,T06,2016-09-01T10:30:00+00:00,1729.8,1561.1,1673.5,24.3,63,97,100,88
33418,115372,T06,2016-09-01T10:40:00+00:00,1735.7,1642.1,1680.8,16.5,65,101,104,91
33419,132879,T06,2016-09-01T10:50:00+00:00,1753.8,1620.7,1681.5,19.1,67,105,108,94
33420,126627,T06,2016-09-01T11:00:00+00:00,1770.9,1632.5,1681.7,19.3,68,107,110,97
33421,115374,T06,2016-09-01T11:10:00+00:00,1749.3,1620.2,1679.5,19.2,70,110,112,99
33422,106681,T06,2016-09-01T11:20:00+00:00,1735.8,1625.1,1680.9,18.0,71,112,115,100
33423,199030,T06,2016-09-01T11:30:00+00:00,1728.3,1636.0,1676.1,16.0,72,113,117,102
33424,106684,T06,2016-09-01T11:40:00+00:00,1768.7,1584.6,1668.6,26.4,73,112,116,102
33425,8063,T06,2016-09-01T11:50:00+00:00,1763.7,1617.0,1676.0,20.1,74,114,117,104
33426,152330,T06,2016-09-01T12:00:00+00:00,1762.4,1614.1,1677.4,19.8,75,116,119,105
33427,106686,T06,2016-09-01T12:10:00+00:00,1747.0,1563.8,1680.0,20.3,76,118,121,107
33428,199033,T06,2016-09-01T12:20:00+00:00,1782.9,1617.4,1680.1,22.1,76,120,123,108
33429,172165,T06,2016-09-01T12:30:00+00:00,1785.8,1636.3,1680.9,17.9,77,121,125,109
33430,106690,T06,2016-09-01T12:40:00+00:00,1758.4,1621.0,1680.8,19.9,78,123,127,111
33431,152336,T06,2016-09-01T12:50:00+00:00,1763.0,1623.8,1680.2,20.4,79,124,128,112
33432,71326,T06,2016-09-01T13:00:00+00:00,1763.5,1633.2,1681.0,18.4,80,125,129,112
33433,132886,T06,2016-09-01T13:10:00+00:00,1752.7,1630.6,1681.1,20.5,80,126,130,113
33434,199039,T06,2016-09-01T13:20:00+00:00,1766.7,1619.9,1681.8,22.2,81,127,130,114
33435,19119,T06,2016-09-01T13:30:00+00:00,1756.8,1617.4,1680.8,21.6,81,127,131,115
33436,106693,T06,2016-09-01T13:40:00+00:00,1783.7,1630.1,1680.5,20.4,82,128,131,115
33437,76632,T06,2016-09-01T13:50:00+00:00,1782.5,1608.1,1681.7,24.2,82,128,132,116
33438,132890,T06,2016-09-01T14:00:00+00:00,1776.8,1623.3,1680.9,22.0,83,129,133,116
33439,126638,T06,2016-09-01T14:10:00+00:00,1801.2,1614.4,1680.4,25.7,83,130,133,117
33440,8078,T06,2016-09-01T14:20:00+00:00,1778.4,1596.4,1682.0,26.3,83,130,133,117
33441,106697,T06,2016-09-01T14:30:00+00:00,1756.9,1616.2,1681.5,23.4,83,130,134,117
33442,115391,T06,2016-09-01T14:40:00+00:00,1756.1,1625.8,1679.7,20.5,83,131,134,118
33443,172176,T06,2016-09-01T14:50:00+00:00,1760.5,1614.0,1681.4,21.6,83,131,135,118
33444,8080,T06,2016-09-01T15:00:00+00:00,1766.5,1602.8,1679.8,23.7,84,132,135,119
33445,115394,T06,2016-09-01T15:10:00+00:00,1750.5,1639.5,1681.2,19.6,84,132,135,119
33446,106702,T06,2016-09-01T15:20:00+00:00,1793.9,1613.6,1681.0,23.8,85,133,136,120
33447,132897,T06,2016-09-01T15:30:00+00:00,1739.4,1632.9,1681.2,16.4,85,133,136,120
33448,115507,T06,2016-09-01T15:40:00+00:00,1762.7,1629.7,1680.9,20.9,86,134,137,120
33449,126648,T06,2016-09-01T15:50:00+00:00,1729.9,1635.7,1680.5,16.0,86,134,137,121
33450,71341,T06,2016-09-01T16:00:00+00:00,1751.3,1619.7,1676.8,19.8,87,135,137,121
33451,106704,T06,2016-09-01T16:10:00+00:00,1745.6,0.0,227.3,496.5,87,128,130,115
33452,115509,T06,2016-09-01T16:20:00+00:00,69.9,0.0,23.6,12.1,87,114,116,105
33453,8182,T06,2016-09-01T16:30:00+00:00,55.6,0.0,17.8,10.5,85,104,106,97
33454,152357,T06,2016-09-01T16:40:00+00:00,69.4,0.0,19.3,13.2,82,96,99,90
33455,199057,T06,2016-09-01T16:50:00+00:00,87.6,0.0,24.2,15.4,79,90,93,85
33456,115513,T06,2016-09-01T17:00:00+00:00,77.2,0.0,23.6,13.2,75,84,88,79
33457,106710,T06,2016-09-01T17:10:00+00:00,79.6,0.0,21.8,16.7,72,79,82,75
33458,132905,T06,2016-09-01T17:20:00+00:00,86.5,0.0,26.5,18.2,69,74,78,71
33459,106712,T06,2016-09-01T17:30:00+00:00,65.7,0.0,24.2,15.6,66,70,74,67
33460,8191,T06,2016-09-01T17:40:00+00:00,64.6,0.0,22.8,11.6,63,67,70,64
33461,199062,T06,2016-09-01T17:50:00+00:00,55.2,0.0,20.2,13.4,60,64,67,62
33462,152365,T06,2016-09-01T18:00:00+00:00,68.7,0.0,16.2,10.8,58,61,65,59
33463,132908,T06,2016-09-01T18:10:00+00:00,76.7,0.0,16.1,13.7,56,59,62,57
33464,106717,T06,2016-09-01T18:20:00+00:00,55.4,0.0,18.9,10.6,54,57,60,55
33465,19149,T06,2016-09-01T18:30:00+00:00,59.7,0.0,23.2,13.3,52,55,58,53
33466,132916,T06,2016-09-01T18:40:00+00:00,68.4,0.0,21.1,11.0,51,53,56,52
33467,71354,T06,2016-09-01T18:50:00+00:00,49.4,0.0,21.9,9.8,49,52,55,51
33468,132918,T06,2016-09-01T19:00:00+00:00,49.8,0.0,17.6,11.9,48,51,54,50
33469,152370,T06,2016-09-01T19:10:00+00:00,51.5,0.0,18.3,10.8,47,50,53,48
33470,132922,T06,2016-09-01T19:20:00+00:00,60.1,0.0,21.6,9.8,46,48,52,47
33471,152372,T06,2016-09-01T19:30:00+00:00,46.0,0.0,20.0,8.7,45,47,50,46
33472,132924,T06,2016-09-01T19:40:00+00:00,1733.6,0.0,804.3,801.1,45,47,50,47
33473,107004,T06,2016-09-01T19:50:00+00:00,1724.7,1645.3,1681.1,12.6,52,61,62,59
33474,172207,T06,2016-09-01T20:00:00+00:00,1742.3,1637.4,1680.6,17.7,56,72,75,66
33475,107007,T06,2016-09-01T20:10:00+00:00,1764.8,1635.7,1680.4,16.6,60,80,83,73
33476,199072,T06,2016-09-01T20:20:00+00:00,1748.7,1640.6,1678.4,15.7,64,86,90,79
33477,172210,T06,2016-09-01T20:30:00+00:00,1742.6,1599.5,1674.3,17.3,67,91,94,83
33478,115541,T06,2016-09-01T20:40:00+00:00,1753.2,1624.6,1672.7,16.7,71,93,97,86
33479,115543,T06,2016-09-01T20:50:00+00:00,1728.9,1646.6,1677.6,12.9,73,96,100,88
33480,115545,T06,2016-09-01T21:00:00+00:00,1734.1,1640.4,1677.9,11.7,76,100,105,91
33481,107012,T06,2016-09-01T21:10:00+00:00,1731.8,1649.5,1682.1,14.5,78,104,108,94
33482,132931,T06,2016-09-01T21:20:00+00:00,1770.7,1640.6,1681.2,15.3,81,108,112,98
33483,8202,T06,2016-09-01T21:30:00+00:00,1744.9,1642.3,1681.2,14.0,82,111,115,100
33484,107015,T06,2016-09-01T21:40:00+00:00,1748.0,1634.5,1681.6,17.2,82,114,118,103
33485,107016,T06,2016-09-01T21:50:00+00:00,1752.5,1626.9,1681.0,17.5,82,116,120,105
33486,152382,T06,2016-09-01T22:00:00+00:00,1763.2,1615.5,1681.5,18.9,83,118,122,107
33487,107018,T06,2016-09-01T22:10:00+00:00,1747.2,1632.5,1680.8,16.5,84,120,124,108
33488,199082,T06,2016-09-01T22:20:00+00:00,1762.1,1630.4,1680.7,16.5,84,121,126,109
33489,165044,T06,2016-09-01T22:30:00+00:00,1759.7,1634.1,1680.1,19.5,85,123,127,111
33490,172218,T06,2016-09-01T22:40:00+00:00,1758.8,1635.1,1680.8,17.3,86,123,128,111
33491,107022,T06,2016-09-01T22:50:00+00:00,1744.9,1647.9,1680.2,15.2,86,124,128,112
33492,126674,T06,2016-09-01T23:00:00+00:00,1776.7,1643.4,1682.0,16.0,86,125,129,112
33493,8218,T06,2016-09-01T23:10:00+00:00,1725.8,1645.5,1680.2,12.5,86,125,129,113
33494,132935,T06,2016-09-01T23:20:00+00:00,1724.9,1646.1,1679.9,12.1,86,125,129,113
33495,132936,T06,2016-09-01T23:30:00+00:00,1723.6,1642.8,1680.2,13.0,85,126,130,113
33496,107026,T06,2016-09-01T23:40:00+00:00,1730.1,1644.1,1678.0,11.9,84,125,130,113
33497,107027,T06,2016-09-01T23:50:00+00:00,1736.4,1635.2,1679.9,14.7,84,125,129,113
33498,165051,T06,2016-09-02T00:00:00+00:00,1733.5,1642.9,1679.8,13.7,83,125,129,113
33499,152389,T06,2016-09-02T00:10:00+00:00,1743.0,1644.5,1679.2,14.7,82,125,129,113
33500,132940,T06,2016-09-02T00:20:00+00:00,1743.2,1640.3,1681.5,14.7,82,126,130,113
33501,132944,T06,2016-09-02T00:30:00+00:00,1724.4,1636.9,1675.8,14.2,81,126,130,113
33502,71384,T06,2016-09-02T00:40:00+00:00,1754.6,1636.4,1676.3,14.9,81,124,128,112
33503,115560,T06,2016-09-02T00:50:00+00:00,1725.5,1643.4,1678.7,15.6,81,124,128,112
33504,132948,T06,2016-09-02T01:00:00+00:00,1701.2,1614.4,1665.3,15.0,80,121,126,110
33505,76672,T06,2016-09-02T01:10:00+00:00,1645.9,1247.8,1427.3,137.8,79,113,116,103
33506,165054,T06,2016-09-02T01:20:00+00:00,1347.0,1238.1,1272.3,22.2,77,105,106,96
33507,107034,T06,2016-09-02T01:30:00+00:00,1654.8,1249.8,1506.2,111.0,74,97,100,91
33508,132955,T06,2016-09-02T01:40:00+00:00,1648.7,1503.3,1601.9,33.5,71,93,97,89
33509,165058,T06,2016-09-02T01:50:00+00:00,1672.8,1458.5,1600.3,45.3,68,90,94,86
33510,199096,T06,2016-09-02T02:00:00+00:00,1678.8,1394.9,1604.5,56.0,66,88,92,84
33511,115565,T06,2016-09-02T02:10:00+00:00,1650.1,1360.7,1544.9,67.9,64,86,89,81
33512,172239,T06,2016-09-02T02:20:00+00:00,1632.4,1277.2,1468.3,92.9,62,83,85,79
33513,115567,T06,2016-09-02T02:30:00+00:00,1627.1,1278.6,1470.8,99.9,61,81,83,76
33514,19186,T06,2016-09-02T02:40:00+00:00,1656.1,1482.8,1603.3,32.2,60,78,82,75
33515,115571,T06,2016-09-02T02:50:00+00:00,1693.3,1618.3,1657.0,16.2,59,79,82,76
33516,199102,T06,2016-09-02T03:00:00+00:00,1701.9,1630.2,1674.4,11.6,59,85,88,80
33517,115573,T06,2016-09-02T03:10:00+00:00,1711.7,1629.5,1673.8,12.6,60,91,95,84
33518,132969,T06,2016-09-02T03:20:00+00:00,1706.5,1641.6,1675.1,10.6,61,93,97,86
33519,172251,T06,2016-09-02T03:30:00+00:00,1707.3,1611.9,1672.1,12.7,63,95,99,87
33520,132972,T06,2016-09-02T03:40:00+00:00,1720.7,1626.8,1671.8,12.6,64,97,100,89
33521,107039,T06,2016-09-02T03:50:00+00:00,1697.7,1629.2,1670.7,9.1,66,97,100,89
33522,76687,T06,2016-09-02T04:00:00+00:00,1678.3,1435.1,1610.1,59.9,66,93,96,87
33523,8237,T06,2016-09-02T04:10:00+00:00,1569.6,1299.1,1426.7,59.2,66,88,90,82
33524,107041,T06,2016-09-02T04:20:00+00:00,1455.3,1256.4,1344.3,48.2,64,84,85,79
33525,8239,T06,2016-09-02T04:30:00+00:00,1672.1,1268.9,1514.9,123.3,62,81,82,77
33526,115579,T06,2016-09-02T04:40:00+00:00,1701.9,1595.7,1663.7,16.6,61,81,84,78
33527,199112,T06,2016-09-02T04:50:00+00:00,1709.7,1641.5,1673.2,9.7,60,88,91,82
33528,172265,T06,2016-09-02T05:00:00+00:00,1715.4,1645.4,1675.4,11.3,61,93,96,85
33529,115580,T06,2016-09-02T05:10:00+00:00,1694.7,1646.8,1675.2,8.6,62,97,100,88
33530,107044,T06,2016-09-02T05:20:00+00:00,1697.3,1653.8,1674.7,7.8,63,98,101,90
33531,107045,T06,2016-09-02T05:30:00+00:00,1689.7,1617.5,1666.1,10.3,65,97,100,89
33532,8250,T06,2016-09-02T05:40:00+00:00,1678.1,1613.6,1653.9,13.2,66,93,96,87
33533,165075,T06,2016-09-02T05:50:00+00:00,1676.9,1567.2,1639.1,20.9,66,90,92,85
33534,107052,T06,2016-09-02T06:00:00+00:00,1678.9,1587.7,1649.9,15.4,66,87,90,83
33535,126715,T06,2016-09-02T06:10:00+00:00,1683.1,1595.6,1659.3,15.0,64,86,89,82
33536,132979,T06,2016-09-02T06:20:00+00:00,1687.8,1554.4,1641.5,24.6,63,85,88,81
33537,76696,T06,2016-09-02T06:30:00+00:00,1681.3,1494.6,1631.0,34.6,62,84,87,80
33538,19217,T06,2016-09-02T06:40:00+00:00,1683.5,1604.1,1657.9,14.7,61,83,86,79
33539,172283,T06,2016-09-02T06:50:00+00:00,1691.3,1628.6,1667.7,10.4,61,85,88,80
33540,115584,T06,2016-09-02T07:00:00+00:00,1692.4,1637.0,1668.0,9.1,61,86,89,81
33541,107056,T06,2016-09-02T07:10:00+00:00,1692.1,1628.5,1672.3,8.7,61,87,90,82
33542,19223,T06,2016-09-02T07:20:00+00:00,1712.2,1636.4,1674.6,9.1,61,91,94,84
33543,152415,T06,2016-09-02T07:30:00+00:00,1693.8,1631.7,1673.0,9.0,62,93,96,85
33544,107058,T06,2016-09-02T07:40:00+00:00,1697.0,1634.1,1671.8,9.6,63,92,95,85
33545,126733,T06,2016-09-02T07:50:00+00:00,1686.5,1638.5,1670.7,7.1,64,92,95,86
33546,199128,T06,2016-09-02T08:00:00+00:00,1686.0,1623.3,1659.3,12.8,64,91,94,85
33547,126734,T06,2016-09-02T08:10:00+00:00,1681.3,1543.2,1647.3,24.3,65,88,91,83
33548,199131,T06,2016-09-02T08:20:00+00:00,1657.1,1295.5,1494.5,101.9,64,86,88,80
33549,8256,T06,2016-09-02T08:30:00+00:00,1492.6,1244.4,1357.3,63.2,62,82,83,77
33550,107063,T06,2016-09-02T08:40:00+00:00,1373.7,1237.9,1286.5,27.8,60,79,80,74
33551,152428,T06,2016-09-02T08:50:00+00:00,1377.6,1225.3,1290.8,31.8,58,76,77,71
33552,8261,T06,2016-09-02T09:00:00+00:00,1501.7,1211.9,1332.2,65.7,57,74,75,70
33553,115596,T06,2016-09-02T09:10:00+00:00,1377.0,101.6,1207.9,233.0,55,72,73,68
33554,199139,T06,2016-09-02T09:20:00+00:00,1356.7,76.8,1062.4,384.1,54,69,70,65
33555,132992,T06,2016-09-02T09:30:00+00:00,1382.6,1236.9,1277.7,34.2,53,67,68,64
33556,199140,T06,2016-09-02T09:40:00+00:00,1617.6,1230.9,1394.4,117.8,52,66,67,64
33557,165079,T06,2016-09-02T09:50:00+00:00,1680.9,1348.8,1594.0,88.3,52,67,69,65
33558,152436,T06,2016-09-02T10:00:00+00:00,1690.2,1527.3,1661.6,24.0,53,71,73,68
33559,107071,T06,2016-09-02T10:10:00+00:00,1688.1,1533.8,1648.0,27.7,54,73,76,70
33560,115602,T06,2016-09-02T10:20:00+00:00,1688.9,1447.3,1642.9,46.5,55,74,77,70
33561,199147,T06,2016-09-02T10:30:00+00:00,1691.4,1585.1,1652.0,20.7,56,76,79,72
33562,107074,T06,2016-09-02T10:40:00+00:00,1689.3,1391.1,1614.2,60.7,57,76,79,72
33563,126741,T06,2016-09-02T10:50:00+00:00,1677.2,1278.4,1585.6,86.7,57,76,78,72
33564,76710,T06,2016-09-02T11:00:00+00:00,1682.4,1344.8,1576.2,89.0,57,74,76,71
33565,172308,T06,2016-09-02T11:10:00+00:00,1700.1,1602.9,1663.0,15.5,58,77,79,73
33566,76717,T06,2016-09-02T11:20:00+00:00,1696.7,1614.8,1663.4,13.5,58,81,83,76
33567,107078,T06,2016-09-02T11:30:00+00:00,1698.8,1552.7,1657.1,27.3,59,82,85,77
33568,133004,T06,2016-09-02T11:40:00+00:00,1694.2,1611.9,1668.3,12.8,60,85,88,79
33569,107082,T06,2016-09-02T11:50:00+00:00,1707.9,1639.0,1672.7,11.0,61,87,90,81
33570,19257,T06,2016-09-02T12:00:00+00:00,1744.8,1616.6,1673.3,15.9,62,92,95,85
33571,172315,T06,2016-09-02T12:10:00+00:00,1724.4,1635.4,1673.7,15.0,64,95,98,87
33572,115710,T06,2016-09-02T12:20:00+00:00,1748.5,1638.0,1675.9,13.0,66,99,102,90
33573,106820,T06,2016-09-02T12:30:00+00:00,1705.3,1572.5,1667.4,16.1,68,100,104,91
33574,8365,T06,2016-09-02T12:40:00+00:00,1719.1,1569.3,1655.6,28.5,70,100,103,92
33575,133070,T06,2016-09-02T12:50:00+00:00,1737.4,1626.4,1673.9,17.0,71,101,105,93
33576,115715,T06,2016-09-02T13:00:00+00:00,1708.5,1549.5,1662.7,22.3,72,103,106,94
33577,133072,T06,2016-09-02T13:10:00+00:00,1741.9,1610.5,1672.2,19.0,72,104,107,95
33578,94781,T06,2016-09-02T13:20:00+00:00,1740.9,1593.1,1674.0,17.1,73,107,110,98
33579,165170,T06,2016-09-02T13:30:00+00:00,1755.5,1622.4,1671.3,19.0,74,109,112,100
33580,105153,T06,2016-09-02T13:40:00+00:00,1728.9,1613.7,1674.7,17.3,75,112,115,102
33581,105155,T06,2016-09-02T13:50:00+00:00,1734.5,1629.9,1677.6,16.6,76,115,119,104
33582,105158,T06,2016-09-02T14:00:00+00:00,1740.5,1620.9,1677.7,19.7,77,116,120,105
33583,94788,T06,2016-09-02T14:10:00+00:00,1739.1,1636.7,1680.4,17.3,77,118,121,107
33584,76903,T06,2016-09-02T14:20:00+00:00,1773.1,1611.9,1678.2,22.7,78,120,123,108
33585,52505,T06,2016-09-02T14:30:00+00:00,1742.3,1624.1,1680.5,17.6,79,122,125,110
33586,52506,T06,2016-09-02T14:40:00+00:00,1767.8,1627.9,1677.4,15.4,80,123,127,111
33587,105167,T06,2016-09-02T14:50:00+00:00,1729.7,1634.6,1675.9,14.2,81,123,128,111
33588,145092,T06,2016-09-02T15:00:00+00:00,1741.4,1603.4,1672.4,18.6,81,122,127,111
33589,105168,T06,2016-09-02T15:10:00+00:00,1716.9,1623.0,1670.8,14.4,82,120,124,110
33590,106830,T06,2016-09-02T15:20:00+00:00,1712.9,1404.5,1644.6,49.3,81,117,120,108
33591,40587,T06,2016-09-02T15:30:00+00:00,1704.4,1556.3,1660.3,20.9,81,114,117,106
33592,52513,T06,2016-09-02T15:40:00+00:00,1689.6,1580.0,1657.8,22.3,80,111,114,104
33593,133079,T06,2016-09-02T15:50:00+00:00,1709.2,1405.6,1645.9,43.0,79,109,112,102
33594,133080,T06,2016-09-02T16:00:00+00:00,1688.5,1510.4,1654.5,30.3,78,107,109,100
33595,105175,T06,2016-09-02T16:10:00+00:00,1697.0,1376.9,1630.0,63.0,77,103,106,97
33596,76908,T06,2016-09-02T16:20:00+00:00,1705.1,1479.7,1643.8,36.8,76,102,105,96
33597,52517,T06,2016-09-02T16:30:00+00:00,1684.1,1297.8,1588.7,90.1,75,100,103,94
33598,106840,T06,2016-09-02T16:40:00+00:00,1692.2,1465.3,1635.5,43.3,74,97,100,92
33599,106841,T06,2016-09-02T16:50:00+00:00,1710.8,1600.3,1669.9,16.0,73,99,103,94
33600,105177,T06,2016-09-02T17:00:00+00:00,1714.7,1611.7,1665.8,14.0,73,101,105,94
33601,76912,T06,2016-09-02T17:10:00+00:00,1720.0,1639.5,1673.5,12.2,73,103,106,96
33602,106843,T06,2016-09-02T17:20:00+00:00,1743.9,1642.0,1678.0,13.6,73,107,110,98
33603,76914,T06,2016-09-02T17:30:00+00:00,1745.2,1633.0,1676.8,14.4,74,111,114,101
33604,105180,T06,2016-09-02T17:40:00+00:00,1711.1,1604.8,1672.2,12.8,75,110,114,101
33605,8379,T06,2016-09-02T17:50:00+00:00,1719.7,1641.2,1676.4,13.0,75,110,113,102
33606,106848,T06,2016-09-02T18:00:00+00:00,1729.5,1633.3,1675.6,13.8,76,113,117,104
33607,76916,T06,2016-09-02T18:10:00+00:00,1699.7,1628.6,1672.6,11.8,76,114,117,104
33608,133093,T06,2016-09-02T18:20:00+00:00,1700.2,1630.8,1668.9,11.6,77,112,116,103
33609,106851,T06,2016-09-02T18:30:00+00:00,1700.8,1635.5,1670.5,11.3,77,112,115,103
33610,105185,T06,2016-09-02T18:40:00+00:00,1695.3,1618.3,1658.1,13.9,77,110,113,102
33611,8383,T06,2016-09-02T18:50:00+00:00,1692.9,1584.0,1656.8,18.8,77,107,110,100
33612,106856,T06,2016-09-02T19:00:00+00:00,1689.8,1585.5,1659.3,18.9,77,105,109,99
33613,8386,T06,2016-09-02T19:10:00+00:00,1691.4,1488.2,1658.2,26.9,76,106,109,99
