,Timestamp,index,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Hyd_Oil_Temp_Avg,HVTrafo_Phase2_Temp_Avg,Gear_Bear_Temp_Avg,Gear_Oil_Temp_Avg,loss,threshold,anomaly,color,dayTill,component,day,month,year,dayofyear,dayName,monthName,key
15,2016-09-16 00:00:00+00:00,,,,,,,,,,,F9A825,2,Gear Bear,16,9,2016,260,Thursday,September,15
16,2016-09-17 00:00:00+00:00,3.0,0.34005376344086025,0.5652173913043479,0.6696428571428571,0.869718309859155,0.9488636363636365,0.8857142857142856,0.25553868257481116,0.24240166151046544,1.0,F9A825,1,Gear Bear,17,9,2016,261,Thursday,September,16
17,2016-09-18 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Bear,18,9,2016,262,Thursday,September,17
18,2016-09-19 00:00:00+00:00,,,,,,,,,,,F9A825,0,Generator,19,9,2016,263,Thursday,September,18
19,2016-09-20 00:00:00+00:00,,,,,,,,,,,F9A825,10,Generator,20,9,2016,264,Thursday,September,19
20,2016-09-21 00:00:00+00:00,,,,,,,,,,,F9A825,0,Generator,21,9,2016,265,Thursday,September,20
21,2016-09-22 00:00:00+00:00,,,,,,,,,,,F9A825,0,Generator,22,9,2016,266,Thursday,September,21
22,2016-09-23 00:00:00+00:00,,,,,,,,,,,FBC02D,7,Hydraulic Oil,23,9,2016,267,Thursday,September,22
23,2016-09-24 00:00:00+00:00,,,,,,,,,,,FBC02D,10,Hydraulic Oil,24,9,2016,268,Thursday,September,23
24,2016-09-25 00:00:00+00:00,2.0,0.1042543244506778,0.1616257088846881,0.7577639751552795,0.3435394978567054,0.4278656126482213,0.590062111801242,0.3299091312085618,0.3166674024907616,1.0,F9A825,5,Hydraulic Oil,25,9,2016,269,Thursday,September,24
25,2016-09-26 00:00:00+00:00,0.0,0.1989247311827957,0.2663043478260869,0.5357142857142857,0.5492957746478874,0.840909090909091,0.8857142857142856,0.1905594042369297,0.1869136197757454,1.0,F9A825,4,Hydraulic Oil,26,9,2016,270,Thursday,September,25
26,2016-09-27 00:00:00+00:00,,,,,,,,,,,F9A825,3,Hydraulic Oil,27,9,2016,271,Thursday,September,26
27,2016-09-28 00:00:00+00:00,,,,,,,,,,,F9A825,2,Hydraulic Oil,28,9,2016,272,Thursday,September,27
28,2016-09-29 00:00:00+00:00,,,,,,,,,,,F9A825,1,Hydraulic Oil,29,9,2016,273,Thursday,September,28
29,2016-09-30 00:00:00+00:00,6.0,0.2741935483870968,0.5054347826086957,0.7142857142857143,0.7746478873239436,0.8863636363636365,0.7999999999999999,0.1711665884308193,0.1681359205301691,1.0,F9A825,0,Hydraulic Oil,30,9,2016,274,Thursday,September,29
30,2016-10-01 00:00:00+00:00,,,,,,,,,,,F9A825,3,Hydraulic Oil,1,10,2016,275,Saturday,October,30
31,2016-10-02 00:00:00+00:00,1.0,0.1666666666666666,0.2228260869565217,0.4999999999999999,0.3661971830985915,0.6818181818181819,0.6285714285714284,0.1995164896760668,0.1869136197757454,1.0,F9A825,10,Hydraulic Oil,2,10,2016,276,Saturday,October,31
32,2016-10-03 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,3,10,2016,277,Saturday,October,32
33,2016-10-04 00:00:00+00:00,,,,,,,,,,,F9A825,0,Hydraulic Oil,4,10,2016,278,Saturday,October,33
34,2016-10-05 00:00:00+00:00,7.0,0.3494623655913978,0.5054347826086957,0.8571428571428571,0.7464788732394366,0.9090909090909092,0.8285714285714284,0.1710784616677657,0.1681359205301691,1.0,FBC02D,7,Hydraulic Oil,5,10,2016,279,Saturday,October,34
35,2016-10-06 00:00:00+00:00,,,,,,,,,,,FBC02D,6,Hydraulic Oil,6,10,2016,280,Saturday,October,35
36,2016-10-07 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,7,10,2016,281,Saturday,October,36
37,2016-10-08 00:00:00+00:00,,,,,,,,,,,F9A825,4,Hydraulic Oil,8,10,2016,282,Saturday,October,37
38,2016-10-09 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,9,10,2016,283,Saturday,October,38
39,2016-10-10 00:00:00+00:00,,,,,,,,,,,F9A825,2,Hydraulic Oil,10,10,2016,284,Saturday,October,39
40,2016-10-11 00:00:00+00:00,,,,,,,,,,,F9A825,1,Hydraulic Oil,11,10,2016,285,Saturday,October,40
41,2016-10-12 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,12,10,2016,286,Saturday,October,41
42,2016-10-13 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,13,10,2016,287,Saturday,October,42
43,2016-10-14 00:00:00+00:00,,,,,,,,,,,F9A825,3,Generator,14,10,2016,288,Saturday,October,43
44,2016-10-15 00:00:00+00:00,,,,,,,,,,,F9A825,2,Generator,15,10,2016,289,Saturday,October,44
45,2016-10-16 00:00:00+00:00,,,,,,,,,,,F9A825,1,Generator,16,10,2016,290,Saturday,October,45
46,2016-10-17 00:00:00+00:00,,,,,,,,,,,F9A825,0,Generator,17,10,2016,291,Saturday,October,46
47,2016-10-18 00:00:00+00:00,,,,,,,,,,,F9A825,1,Gear Oil ,18,10,2016,292,Saturday,October,47
48,2016-10-19 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,19,10,2016,293,Saturday,October,48
49,2016-10-20 00:00:00+00:00,,,,,,,,,,,F9A825,2,Generator,20,10,2016,294,Saturday,October,49
50,2016-10-21 00:00:00+00:00,,,,,,,,,,,F9A825,1,Generator,21,10,2016,295,Saturday,October,50
51,2016-10-22 00:00:00+00:00,,,,,,,,,,,F9A825,0,Generator,22,10,2016,296,Saturday,October,51
52,2016-10-23 00:00:00+00:00,5.5,0.14549731182795694,0.1341711956521739,0.3571428571428571,0.2816901408450704,0.5738636363636365,0.5839285714285714,0.2734808888031829,0.24240166151046544,1.0,FFFDE7,17,Hydraulic Oil,23,10,2016,297,Saturday,October,52
53,2016-10-24 00:00:00+00:00,,,,,,,,,,,FFFDE7,16,Hydraulic Oil,24,10,2016,298,Saturday,October,53
54,2016-10-25 00:00:00+00:00,,,,,,,,,,,FFF9C4,15,Hydraulic Oil,25,10,2016,299,Saturday,October,54
55,2016-10-26 00:00:00+00:00,,,,,,,,,,,FFF9C4,14,Hydraulic Oil,26,10,2016,300,Saturday,October,55
56,2016-10-27 00:00:00+00:00,9.0,0.3086021505376344,0.5271739130434783,0.7071428571428571,0.7718309859154929,0.8818181818181821,0.7885714285714285,0.1897752912148185,0.1681359205301691,1.0,FFF59D,13,Hydraulic Oil,27,10,2016,301,Saturday,October,56
57,2016-10-28 00:00:00+00:00,3.6,0.08928078523462277,0.1443847520684102,0.33700478275601436,0.10521307924173387,0.2801620474034266,0.4558736674746527,0.41164530294769996,0.28023226635471543,1.0,FFF176,12,Hydraulic Oil,28,10,2016,302,Saturday,October,57
58,2016-10-29 00:00:00+00:00,3.0,0.0376344086021505,0.0326086956521739,0.4642857142857143,0.2816901408450704,0.1363636363636363,0.1428571428571428,0.1880816472428185,0.1869136197757454,1.0,FFEE58,11,Hydraulic Oil,29,10,2016,303,Saturday,October,58
59,2016-10-30 00:00:00+00:00,4.0,0.0298742138364779,0.0227132895816243,0.4720350404312668,0.2823545043847994,0.1044168096054888,0.0911051212938003,0.1938132479184397,0.1869136197757453,1.0,FFEB3B,10,Hydraulic Oil,30,10,2016,304,Saturday,October,59
60,2016-10-31 00:00:00+00:00,5.0,0.0266354756628088,0.0173415200796547,0.4596510359869137,0.2793248037845395,0.0909090909090911,0.0636859323882222,0.1951215999597029,0.1869136197757451,1.0,FFEB3B,9,Hydraulic Oil,31,10,2016,305,Saturday,October,60
61,2016-11-01 00:00:00+00:00,5.5,0.029231521167004997,0.01955381574946785,0.5068681318681321,0.29140549591253784,0.08582326764144954,0.0584855144855143,0.26308410223934425,0.2517905111332533,1.0,FDD835,8,Hydraulic Oil,1,11,2016,306,Tuesday,November,61
62,2016-11-02 00:00:00+00:00,6.25,0.687378146047501,0.6855191909539735,0.5030906593406592,0.31859103337976563,0.09090909090909086,0.08188121402407103,0.49190703876080627,0.25888573173873725,1.0,FBC02D,7,Hydraulic Oil,2,11,2016,307,Tuesday,November,62
63,2016-11-03 00:00:00+00:00,7.25,1.0000000000000002,1.0,0.0357142857142857,0.0166453265044814,0.0454545454545455,0.0233766233766233,0.6030094091785981,0.2588857317387372,1.0,FBC02D,10,Hydraulic Oil,3,11,2016,308,Tuesday,November,63
64,2016-11-04 00:00:00+00:00,7.2,0.7635864438250541,0.7590086358870981,0.027574802373533203,0.16254637286867996,0.02705796283666778,0.0148067737733391,0.562474064699452,0.2802322663547153,1.0,F9A825,10,Hydraulic Oil,4,11,2016,309,Tuesday,November,64
65,2016-11-05 00:00:00+00:00,10.0,0.1738351254480286,0.2463768115942028,0.3214285714285715,0.408450704225352,0.7575757575757575,0.7333333333333333,0.205924353713081,0.1869136197757454,1.0,F9A825,10,Hydraulic Oil,5,11,2016,310,Tuesday,November,65
66,2016-11-06 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,6,11,2016,311,Tuesday,November,66
67,2016-11-07 00:00:00+00:00,11.0,0.1344086021505376,0.2146739130434782,0.1428571428571429,0.3943661971830985,0.7613636363636364,0.7857142857142857,0.216931231532778,0.1869136197757454,1.0,F9A825,10,Hydraulic Oil,7,11,2016,312,Tuesday,November,67
68,2016-11-08 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,8,11,2016,313,Tuesday,November,68
69,2016-11-09 00:00:00+00:00,12.0,0.043010752688172,0.0815217391304347,0.1071428571428571,0.1830985915492957,0.4545454545454546,0.3714285714285713,0.1930643447807857,0.1869136197757454,1.0,F9A825,10,Hydraulic Oil,9,11,2016,314,Tuesday,November,69
70,2016-11-10 00:00:00+00:00,,,,,,,,,,,F9A825,10,Generator,10,11,2016,315,Tuesday,November,70
71,2016-11-11 00:00:00+00:00,,,,,,,,,,,F9A825,10,Generator,11,11,2016,316,Tuesday,November,71
72,2016-11-12 00:00:00+00:00,,,,,,,,,,,F9A825,10,Generator,12,11,2016,317,Tuesday,November,72
73,2016-11-13 00:00:00+00:00,,,,,,,,,,,F9A825,0,Generator,13,11,2016,318,Tuesday,November,73
74,2016-11-14 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,14,11,2016,319,Tuesday,November,74
75,2016-11-15 00:00:00+00:00,9.0,0.2150537634408602,0.3994565217391304,0.3928571428571429,0.6197183098591549,0.8522727272727274,0.8285714285714285,0.3313217673982893,0.3166674024907618,1.0,F9A825,0,Gear Oil ,15,11,2016,320,Tuesday,November,75
76,2016-11-16 00:00:00+00:00,4.0,0.1129032258064516,0.1956521739130434,0.1785714285714285,0.352112676056338,0.6818181818181819,0.6857142857142856,0.3735547720546454,0.365618404818628,1.0,F9A825,10,Gear Oil ,16,11,2016,321,Tuesday,November,76
77,2016-11-17 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,17,11,2016,322,Tuesday,November,77
78,2016-11-18 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,18,11,2016,323,Tuesday,November,78
79,2016-11-19 00:00:00+00:00,,,,,,,,,,,F9A825,0,Hydraulic Oil,19,11,2016,324,Tuesday,November,79
80,2016-11-20 00:00:00+00:00,13.0,0.1774193548387097,0.3369565217391304,0.3214285714285715,0.9014084507042254,0.840909090909091,0.7428571428571428,0.1950452174459185,0.1869136197757454,1.0,F9A825,0,Gear Oil ,20,11,2016,325,Tuesday,November,80
81,2016-11-21 00:00:00+00:00,14.0,0.2007168458781361,0.3478260869565217,0.6190476190476191,0.8873239436619719,0.8333333333333335,0.7619047619047619,0.1723215847775556,0.1681359205301692,1.0,F9A825,0,Hydraulic Oil,21,11,2016,326,Tuesday,November,81
82,2016-11-22 00:00:00+00:00,,,,,,,,,,,F9A825,10,Gear Oil ,22,11,2016,327,Tuesday,November,82
83,2016-11-23 00:00:00+00:00,14.0,0.0721966205837173,0.0854037267080745,0.1428571428571429,0.1750503018108651,0.3766233766233767,0.4326530612244897,0.2114084540581217,0.1869136197757454,1.0,F9A825,10,Gear Oil ,23,11,2016,328,Tuesday,November,83
84,2016-11-24 00:00:00+00:00,15.0,0.0564516129032258,0.092391304347826,0.1428571428571429,0.1690140845070422,0.5170454545454546,0.4571428571428572,0.2087790668010712,0.1869136197757454,1.0,F9A825,0,Gear Oil ,24,11,2016,329,Tuesday,November,84
85,2016-11-25 00:00:00+00:00,,,,,,,,,,,F9A825,1,Gear Oil ,25,11,2016,330,Tuesday,November,85
86,2016-11-26 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,26,11,2016,331,Tuesday,November,86
87,2016-11-27 00:00:00+00:00,7.5,0.0806451612903225,0.1317934782608695,0.2142857142857143,0.2887323943661972,0.6534090909090908,0.6642857142857141,0.35188358671348574,0.3411429036546949,1.0,F9A825,10,Hydraulic Oil,27,11,2016,332,Tuesday,November,87
88,2016-11-28 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,28,11,2016,333,Tuesday,November,88
89,2016-11-29 00:00:00+00:00,,,,,,,,,,,F9A825,3,Hydraulic Oil,29,11,2016,334,Tuesday,November,89
90,2016-11-30 00:00:00+00:00,11.0,0.2473118279569892,0.4619565217391304,0.4999999999999999,0.7042253521126761,0.840909090909091,0.7428571428571428,0.3174771070480348,0.3166674024907618,1.0,F9A825,10,Hydraulic Oil,30,11,2016,335,Tuesday,November,90
91,2016-12-01 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,1,12,2016,336,Thursday,December,91
92,2016-12-02 00:00:00+00:00,,,,,,,,,,,F9A825,0,Hydraulic Oil,2,12,2016,337,Thursday,December,92
93,2016-12-03 00:00:00+00:00,12.0,0.25,0.4402173913043478,0.4821428571428571,0.6197183098591549,0.8522727272727274,0.8285714285714285,0.3310896562678473,0.3166674024907618,1.0,F9A825,0,Gear Bear,3,12,2016,338,Thursday,December,93
94,2016-12-04 00:00:00+00:00,,,,,,,,,,,F9A825,10,Gear Oil ,4,12,2016,339,Thursday,December,94
95,2016-12-05 00:00:00+00:00,13.0,0.1451612903225806,0.2391304347826087,0.3571428571428571,0.5070422535211268,0.7045454545454546,0.7142857142857143,0.3336484857967922,0.3166674024907618,1.0,F9A825,2,Gear Oil ,5,12,2016,340,Thursday,December,95
96,2016-12-06 00:00:00+00:00,,,,,,,,,,,F9A825,1,Gear Oil ,6,12,2016,341,Thursday,December,96
97,2016-12-07 00:00:00+00:00,,,,,,,,,,,F9A825,10,Gear Oil ,7,12,2016,342,Thursday,December,97
98,2016-12-08 00:00:00+00:00,,,,,,,,,,,F9A825,0,Generator,8,12,2016,343,Thursday,December,98
99,2016-12-09 00:00:00+00:00,,,,,,,,,,,F9A825,1,Gear Oil ,9,12,2016,344,Thursday,December,99
100,2016-12-10 00:00:00+00:00,,,,,,,,,,,F9A825,10,Gear Oil ,10,12,2016,345,Thursday,December,100
101,2016-12-11 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,11,12,2016,346,Thursday,December,101
102,2016-12-12 00:00:00+00:00,,,,,,,,,,,F9A825,10,Gear Bear,12,12,2016,347,Thursday,December,102
103,2016-12-13 00:00:00+00:00,16.0,0.1774193548387097,0.1358695652173913,0.2142857142857143,0.2253521126760563,0.5454545454545454,0.4857142857142856,0.1870212350572858,0.1869136197757454,1.0,F9A825,1,Gear Bear,13,12,2016,348,Thursday,December,103
104,2016-12-14 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Bear,14,12,2016,349,Thursday,December,104
105,2016-12-15 00:00:00+00:00,,,,,,,,,,,F9A825,2,Hydraulic Oil,15,12,2016,350,Thursday,December,105
106,2016-12-16 00:00:00+00:00,11.5,0.09254992319508445,0.12965838509316763,0.21428571428571425,0.2655935613682092,0.5097402597402598,0.5653061224489795,0.2877325555174198,0.2762660122971867,1.0,F9A825,1,Hydraulic Oil,16,12,2016,351,Thursday,December,106
107,2016-12-17 00:00:00+00:00,,,,,,,,,,,F9A825,0,Hydraulic Oil,17,12,2016,352,Thursday,December,107
108,2016-12-18 00:00:00+00:00,,,,,,,,,,,F9A825,2,Hydraulic Oil,18,12,2016,353,Thursday,December,108
109,2016-12-19 00:00:00+00:00,,,,,,,,,,,F9A825,1,Hydraulic Oil,19,12,2016,354,Thursday,December,109
110,2016-12-20 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,20,12,2016,355,Thursday,December,110
111,2016-12-21 00:00:00+00:00,18.0,0.1505376344086021,0.2119565217391304,0.1785714285714285,0.2816901408450704,0.7045454545454546,0.6571428571428571,0.1963844163077218,0.1869136197757454,1.0,F9A825,1,Hydraulic Oil,21,12,2016,356,Thursday,December,111
112,2016-12-22 00:00:00+00:00,,,,,,,,,,,F9A825,0,Hydraulic Oil,22,12,2016,357,Thursday,December,112
113,2016-12-23 00:00:00+00:00,,,,,,,,,,,FBC02D,10,Gear Oil ,23,12,2016,358,Thursday,December,113
114,2016-12-24 00:00:00+00:00,,,,,,,,,,,FBC02D,6,Gear Oil ,24,12,2016,359,Thursday,December,114
115,2016-12-25 00:00:00+00:00,7.0,0.1075268817204301,0.1902173913043478,0.2142857142857143,0.3380281690140845,0.7045454545454546,0.6857142857142856,0.3979956566447943,0.365618404818628,1.0,F9A825,5,Gear Oil ,25,12,2016,360,Thursday,December,115
116,2016-12-26 00:00:00+00:00,,,,,,,,,,,F9A825,4,Gear Oil ,26,12,2016,361,Thursday,December,116
117,2016-12-27 00:00:00+00:00,14.0,0.1989247311827956,0.358695652173913,0.6428571428571428,0.647887323943662,0.8257575757575758,0.7428571428571428,0.338668513865698,0.3166674024907618,1.0,F9A825,3,Gear Oil ,27,12,2016,362,Thursday,December,117
118,2016-12-28 00:00:00+00:00,15.0,0.2455197132616487,0.4510869565217391,0.8214285714285713,0.652582159624413,0.8712121212121214,0.8380952380952381,0.320418601944333,0.3166674024907618,1.0,F9A825,10,Gear Oil ,28,12,2016,363,Thursday,December,118
119,2016-12-29 00:00:00+00:00,,,,,,,,,,,F9A825,1,Gear Oil ,29,12,2016,364,Thursday,December,119
120,2016-12-30 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,30,12,2016,365,Thursday,December,120
121,2016-12-31 00:00:00+00:00,16.0,0.2548387096774193,0.3315217391304347,0.4928571428571429,0.819718309859155,0.8136363636363637,0.7714285714285714,0.3343625375202724,0.3166674024907618,1.0,F9A825,2,Gear Bear,31,12,2016,366,Thursday,December,121
